"Year","Wicket","Date","Total","Undefeated","Bat1","Bat1Score","Bat1NotOut","Bat2","Bat2Score","Bat2NotOut","Opp"
1976,4,1976-07-07 00:00:00,79,0,"sanj",73,0,"masd",31,1,"Defiance"
1976,5,1976-08-07 00:00:00,43,0,"cooa",28,0,"masd",16,0,"Church Commissioners"
1976,6,1976-08-22 00:00:00,103,0,"howv",88,1,"cooa",33,0,"North Chessington"
1976,7,1976-08-29 00:00:00,39,0,"sewd",37,1,"masd",12,0,"Druids"
1976,8,1976-06-05 00:00:00,64,0,"gwip",49,0,"sewd",30,1,"Croydon"
1976,9,1976-05-12 00:00:00,43,0,"rusd",51,0,"jefr",10,0,"Met Police 'A' Div"
1976,10,1976-05-12 00:00:00,28,0,"rusd",51,0,"wort",8,1,"Met Police 'A' Div"
1977,1,1977-07-09 00:00:00,89,0,"fart",42,0,"sewp",40,0,"Northcliffe"
1977,2,1977-05-08 00:00:00,77,1,"sanj",65,1,"fart",12,1,"Ashford"
1977,2,1977-09-18 00:00:00,106,1,"sanj",66,1,"coop",40,1,"KLG"
1977,3,1977-09-10 00:00:00,71,0,"howv",57,1,"sewp",18,0,"Park Hill"
1977,4,1977-09-24 00:00:00,85,1,"sanj",69,1,"brad",19,1,"Denison"
1977,5,1977-09-11 00:00:00,99,0,"sanj",111,0,"coop",20,0,"Selsdon"
1977,6,1977-08-20 00:00:00,51,1,"wort",35,1,"brid",14,1,"Morden"
1977,7,1977-07-27 00:00:00,31,0,"coop",37,0,"wort",18,0,"Suton Police"
1977,8,1977-06-20 00:00:00,22,0,"cooa",24,0,"wort",4,0,"Sutton Police"
1977,9,1977-06-25 00:00:00,27,1,"wort",22,1,"oxls",4,1,"Denison"
1977,10,1977-07-24 00:00:00,49,0,"wort",28,0,"your",20,1,"Farewake Wdrs"
1978,1,1978-08-27 00:00:00,74,0,"welk",50,0,"fart",13,0,"Old Surbiton's"
1978,2,1978-07-16 00:00:00,76,0,"sanj",51,0,"vign",29,0,"Molesey Hurst"
1978,2,1978-08-12 00:00:00,108,0,"howv",106,0,"sabg",46,0,"Church Commissioners"
1978,2,1978-09-03 00:00:00,100,0,"welk",74,0,"onlg",39,0,"Griffin-Clapham"
1978,3,1978-06-25 00:00:00,79,0,"vign",47,0,"onlg",39,0,"Cadogan"
1978,4,1978-05-21 00:00:00,69,0,"vign",48,0,"sabg",35,0,"Victoria Green"
1978,5,1978-08-05 00:00:00,64,0,"sabg",32,0,"wort",29,0,"Riverside"
1978,6,1978-05-13 00:00:00,36,0,"sewp",33,0,"bale",16,0,"Guardian Newspapers"
1978,6,1978-06-21 00:00:00,36,0,"wort",44,1,"howv",28,0,"Sutton Police"
1978,7,1978-05-29 00:00:00,58,0,"welk",58,1,"shaa",19,0,"Donnington"
1978,8,1978-06-04 00:00:00,45,0,"sanj",66,0,"your",4,0,"Royal Mills"
1978,8,1978-07-22 00:00:00,45,0,"howv",73,0,"wort",11,1,"Griffin"
1978,9,1978-05-28 00:00:00,26,1,"shoc",14,1,"oxls",9,1,"Overton"
1978,10,1978-05-17 00:00:00,14,0,"bale",14,0,"dent",1,1,"Met Police 'A' Div"
1979,1,1979-05-06 00:00:00,76,0,"busr",42,0,"welk",34,0,"Guardian Royal"
1979,2,1979-07-04 00:00:00,90,0,"sanj",81,0,"norv",17,0,"Defiance"
1979,2,1979-09-08 00:00:00,126,0,"busr",105,0,"coop",57,1,"Hayes (Kent)"
1979,2,1979-09-22 00:00:00,139,0,"sanj",125,0,"shaa",40,0,"Sutton"
1979,3,1979-09-23 00:00:00,58,0,"busr",76,0,"your",3,0,"Gents of Hampstead"
1979,4,1979-07-01 00:00:00,93,0,"coop",69,1,"sanj",51,0,"Olinda Vandals"
1979,5,1979-07-28 00:00:00,90,0,"masd",45,0,"kiln",41,0,"Bec Old Boys"
1979,5,1979-08-26 00:00:00,131,0,"welk",77,1,"shaa",56,0,"Stanwell"
1979,6,1979-07-25 00:00:00,63,0,"howv",73,1,"coop",9,0,"Sutton Police"
1979,7,1979-07-25 00:00:00,26,1,"howv",73,1,"fart",3,1,"Sutton Police"
1979,8,1979-09-01 00:00:00,35,0,"coop",26,0,"plur",9,0,"Epsom Old Gram"
1979,9,1979-05-29 00:00:00,21,0,"wort",17,0,"cooa",4,0,"Cove"
1979,10,1979-07-22 00:00:00,46,1,"sewp",29,1,"wort",28,1,"Farewake Wdrs"
1980,1,1980-05-14 00:00:00,94,0,"howv",70,0,"onlg",20,0,"Met Police 'A' Div"
1980,1,1980-06-18 00:00:00,88,0,"busr",86,0,"masd",37,0,"Sutton Police"
1980,1,1980-08-31 00:00:00,76,0,"norv",45,0,"masd",37,0,"Griffin-Clapham"
1980,2,1980-06-08 00:00:00,98,0,"coop",69,0,"onlg",42,1,"Farewake Wdrs"
1980,2,1980-06-14 00:00:00,78,0,"sanj",108,1,"fart",12,0,"Epsom Old Gram"
1980,3,1980-05-26 00:00:00,94,0,"welk",61,0,"masd",25,0,"Donnington"
1980,4,1980-04-27 00:00:00,103,0,"sanj",87,0,"norv",26,1,"Selsdon"
1980,4,1980-07-27 00:00:00,92,0,"sanj",73,1,"kiln",27,0,"Staunton"
1980,4,1980-09-13 00:00:00,76,0,"howv",45,0,"shaa",27,0,"Victoria Green"
1980,5,1980-09-03 00:00:00,60,0,"howv",45,0,"shaa",45,0,"Met Police 'A' Div"
1980,6,1980-05-18 00:00:00,80,0,"howv",68,0,"sewp",33,0,"Embankment"
1980,7,1980-06-15 00:00:00,81,0,"shaa",43,0,"angg",35,0,"South Harrow"
1980,8,1980-06-21 00:00:00,32,0,"cooa",17,0,"hinh",11,0,"Park Hill"
1980,9,1980-05-04 00:00:00,44,0,"angg",26,0,"wort",24,0,"Guardian Royal"
1980,10,1980-09-20 00:00:00,22,0,"norv",31,1,"simk",6,0,"Sutton"
1981,1,1981-05-02 00:00:00,163,0,"masd",112,0,"kiln",55,0,"Park Hill"
1981,1,1981-09-02 00:00:00,120,0,"kiln",76,1,"crom",56,0,"Met Police 'A' Div"
1981,2,1981-06-28 00:00:00,73,0,"coop",72,1,"sanj",33,0,"Olinda Vandals"
1981,3,1981-06-06 00:00:00,89,0,"coop",83,0,"sanj",54,1,"Colposa"
1981,3,1981-06-28 00:00:00,113,1,"coop",72,1,"kiln",63,1,"Olinda Vandals"
1981,4,1981-08-30 00:00:00,59,0,"sanj",117,0,"masd",4,0,"Griffin-Clapham"
1981,5,1981-06-14 00:00:00,40,0,"coop",79,1,"wort",19,0,"South Harrow"
1981,6,1981-08-29 00:00:00,59,0,"plur",41,0,"shaa",28,1,"Epsom Old Gram"
1981,7,1981-07-19 00:00:00,44,0,"sanj",71,0,"plur",37,1,"Farewake Wdrs"
1981,8,1981-07-19 00:00:00,36,1,"plur",37,1,"cooa",11,1,"Farewake Wdrs"
1981,9,1981-09-13 00:00:00,37,0,"wort",31,0,"nibj",15,0,"Battersea Ironsides"
1981,10,1981-08-22 00:00:00,31,0,"sewd",24,0,"sewk",7,1,"Addiscombe"
1982,1,1982-06-13 00:00:00,84,0,"norv",43,0,"coop",39,0,"South Harrow"
1982,1,1982-08-21 00:00:00,101,0,"howv",77,0,"shaa",28,0,"Morden Spartans"
1982,1,1982-08-22 00:00:00,113,0,"shaa",71,0,"howv",61,0,"Embankment"
1982,1,1982-09-11 00:00:00,78,0,"howv",66,0,"norv",13,0,"Victoria Green"
1982,1,1982-09-18 00:00:00,89,0,"coop",38,0,"shaa",38,0,"Sutton"
1982,2,1982-07-11 00:00:00,79,0,"mana",47,0,"shaa",28,1,"Gartons"
1982,2,1982-07-17 00:00:00,75,0,"shaa",51,0,"sanj",46,0,"Griffin"
1982,2,1982-07-18 00:00:00,94,0,"coop",50,0,"norv",39,0,"Farewake Wdrs"
1982,2,1982-08-29 00:00:00,96,0,"howv",85,0,"coop",23,0,"Stanwell"
1982,3,1982-05-02 00:00:00,87,1,"coop",60,1,"kiln",49,1,"Guardian Royal"
1982,4,1982-05-15 00:00:00,74,0,"howv",69,0,"sabg",39,0,"Croydon M Officers"
1982,5,1982-06-20 00:00:00,94,0,"howv",60,0,"sanj",53,0,"Bec Old Boys"
1982,6,1982-07-28 00:00:00,34,0,"shep",22,0,"plur",16,0,"Ewell Ruxley"
1982,7,1982-07-01 00:00:00,50,0,"wort",47,0,"shaa",39,1,"Cove"
1982,8,1982-08-14 00:00:00,35,0,"angg",25,0,"rips",12,0,"Victoria Green"
1982,9,1982-05-23 00:00:00,35,0,"wort",24,0,"plur",11,0,"Woodmansterne"
1982,10,1982-06-27 00:00:00,18,1,"norv",36,1,"solw",2,1,"Olinda Vandals"
1983,1,1983-07-31 00:00:00,72,0,"shaa",38,0,"kiln",31,0,"Whyteleaf"
1983,2,1983-08-20 00:00:00,80,0,"shaa",48,1,"coop",33,0,"Stumps"
1983,3,1983-07-13 00:00:00,112,1,"stap",122,1,"coop",18,1,"Ewell Ruxley"
1983,3,1983-08-07 00:00:00,98,0,"kiln",51,0,"norv",36,0,"Crusaders (Kingston)"
1983,3,1983-08-20 00:00:00,77,1,"howv",65,1,"shaa",48,1,"Stumps"
1983,4,1983-06-26 00:00:00,92,0,"shaa",102,1,"onlg",27,0,"Olinda Vandals"
1983,4,1983-09-04 00:00:00,82,0,"howv",70,0,"wort",24,0,"Selsdon"
1983,5,1983-09-03 00:00:00,66,0,"shaa",76,1,"sewp",23,0,"Southern Rail (Croydon)"
1983,6,1983-07-03 00:00:00,56,1,"crom",41,1,"angg",28,1,"Courage"
1983,7,1983-06-12 00:00:00,26,0,"sewa",27,1,"hars",10,0,"South Harrow"
1983,8,1983-07-30 00:00:00,68,1,"sewk",36,1,"froi",24,1,"Morden Spartans"
1983,9,1983-06-12 00:00:00,28,0,"sewa",27,1,"froi",5,0,"South Harrow"
1983,10,1983-09-10 00:00:00,31,0,"simk",23,0,"worj",7,1,"Victoria Green"
1984,1,1984-06-17 00:00:00,88,1,"norv",40,1,"coop",38,1,"South Harrow"
1984,1,1984-07-28 00:00:00,76,0,"shaa",40,0,"norv",35,0,"Morden Spartans"
1984,2,1984-05-06 00:00:00,85,0,"smar",53,0,"coop",51,0,"Guardian Royal"
1984,2,1984-08-18 00:00:00,93,0,"shaa",61,0,"smar",54,0,"John Fisher OB"
1984,3,1984-07-04 00:00:00,76,0,"norv",62,0,"patb",33,0,"Defiance"
1984,3,1984-08-26 00:00:00,75,0,"coop",67,0,"howv",48,0,"Woodgreen"
1984,3,1984-09-05 00:00:00,94,0,"smar",81,0,"patb",37,1,"Met Police A"
1984,4,1984-07-08 00:00:00,63,0,"shaa",54,0,"wort",47,0,"Courage"
1984,5,1984-07-29 00:00:00,59,0,"leea",45,0,"smar",21,0,"Bromley Common"
1984,6,1984-04-29 00:00:00,80,0,"sabg",50,0,"smar",36,1,"Selsdon"
1984,7,1984-06-02 00:00:00,75,0,"shaa",66,0,"sewk",23,0,"Denison"
1984,8,1984-08-01 00:00:00,32,0,"angg",43,0,"patb",16,0,"Kings College Hospital"
1984,9,1984-09-01 00:00:00,52,0,"your",30,1,"worf",10,0,"Selsdon"
1984,10,1984-09-09 00:00:00,23,0,"shep",13,0,"pitj",10,0,"Selsdon"
1985,1,1985-05-11 00:00:00,55,0,"smar",63,1,"howv",42,0,"Deansgate"
1985,2,1985-06-22 00:00:00,77,0,"howv",77,0,"leea",14,0,"Denison"
1985,3,1985-05-19 00:00:00,106,0,"norv",70,0,"leea",59,1,"North Dulwich"
1985,4,1985-05-05 00:00:00,47,0,"coop",54,0,"sewp",31,0,"Guardian Royal"
1985,5,1985-05-11 00:00:00,70,1,"smar",63,1,"sewk",37,1,"Deansgate"
1985,6,1985-09-21 00:00:00,42,0,"howv",64,0,"nibj",21,1,"Sutton"
1985,6,1985-09-22 00:00:00,42,0,"patb",29,0,"hars",18,0,"Murray"
1985,7,1985-09-07 00:00:00,67,0,"howv",76,0,"patb",15,0,"Southern Railway"
1985,8,1985-07-27 00:00:00,30,0,"sewk",45,1,"wort",20,0,"Morden Spartans"
1985,9,1985-05-18 00:00:00,26,1,"wort",18,1,"hars",12,1,"Stanwell"
1985,10,1985-09-01 00:00:00,40,0,"crig",26,0,"patb",20,1,"Norwood"
1986,1,1986-06-21 00:00:00,75,0,"coop",37,0,"sewp",28,0,"Denison"
1986,1,1986-06-29 00:00:00,124,0,"angg",55,0,"coop",54,0,"Olinda Vandals"
1986,2,1986-08-31 00:00:00,65,0,"howv",40,0,"coop",31,0,"West Streatham"
1986,3,1986-05-04 00:00:00,61,0,"coop",41,0,"crig",25,0,"Southern Railways"
1986,4,1986-07-27 00:00:00,54,0,"coop",43,0,"lead",24,0,"Bromley Common"
1986,5,1986-08-09 00:00:00,68,0,"wort",38,0,"your",28,0,"Deansbank"
1986,6,1986-09-20 00:00:00,82,0,"lead",41,0,"wort",41,0,"Croydon Gas"
1986,7,1986-06-14 00:00:00,53,1,"worj",40,1,"sewa",12,1,"Epsom Old Gram"
1986,8,1986-07-06 00:00:00,57,0,"patb",33,1,"sewa",15,0,"Courage"
1986,9,1986-07-13 00:00:00,37,0,"shep",20,0,"worj",16,0,"West Dulwich"
1986,10,1986-09-14 00:00:00,20,0,"shep",18,1,"sewa",2,0,"Beddington"
1987,1,1987-05-26 00:00:00,75,0,"lead",73,0,"angg",11,0,"Cove"
1987,1,1987-06-20 00:00:00,121,0,"lead",111,0,"howv",34,0,"Denison"
1987,1,1987-07-12 00:00:00,87,0,"lead",49,0,"hars",30,0,"West Dulwich"
1987,1,1987-08-01 00:00:00,81,0,"lead",67,0,"sewp",26,0,"Goat House"
1987,1,1987-08-09 00:00:00,90,1,"lead",48,1,"sewk",36,1,"Englefield Green"
1987,2,1987-05-16 00:00:00,89,0,"howv",87,0,"sewp",24,0,"Stanwell"
1987,2,1987-05-23 00:00:00,129,0,"welk",69,1,"lead",64,0,"Milford-on-sea"
1987,2,1987-06-27 00:00:00,122,0,"howv",73,0,"lead",70,0,"GLC"
1987,3,1987-07-05 00:00:00,74,0,"lead",85,0,"wort",27,0,"Courage"
1987,4,1987-05-10 00:00:00,65,0,"coop",113,1,"hars",21,0,"Sutton Traders"
1987,5,1987-05-31 00:00:00,85,0,"welk",62,0,"wort",54,0,"London School of Acct'cy"
1987,6,1987-07-04 00:00:00,74,0,"coop",60,0,"worj",35,0,"Griffin"
1987,7,1987-05-25 00:00:00,57,1,"crig",41,1,"sewk",11,1,"Steeple Langford"
1987,8,1987-05-30 00:00:00,113,1,"wort",71,1,"good",45,1,"Denison"
1987,9,1987-09-05 00:00:00,20,1,"howv",84,1,"sewa",5,1,"Commonwealth Offices"
1987,10,1987-06-14 00:00:00,31,0,"worj",37,0,"ibbj",4,1,"South Harrow"
1988,1,1988-08-21 00:00:00,107,0,"coop",62,0,"lead",58,0,"Wimbledon V"
1988,1,1988-08-28 00:00:00,75,0,"lead",76,0,"coop",29,0,"Sutton Traders"
1988,2,1988-05-15 00:00:00,81,0,"howv",83,0,"lead",52,0,"Clearings"
1988,2,1988-06-12 00:00:00,95,0,"hawr",71,0,"hars",24,0,"South Harrow"
1988,2,1988-07-09 00:00:00,89,0,"howv",60,0,"angg",30,0,"Old Alleynian"
1988,2,1988-07-16 00:00:00,84,0,"howv",83,0,"hars",24,0,"Stockwell Athletic"
1988,2,1988-08-06 00:00:00,103,0,"lead",126,1,"leea",29,0,"Deansbank"
1988,2,1988-09-24 00:00:00,88,0,"lead",80,1,"howv",53,0,"Englefield Green"
1988,3,1988-05-01 00:00:00,115,0,"lead",101,0,"hawr",31,1,"Worcester Park"
1988,3,1988-05-29 00:00:00,89,0,"howv",90,1,"hawr",24,0,"Woodgreen"
1988,3,1988-07-02 00:00:00,76,0,"howv",52,0,"coop",32,0,"Griffin"
1988,4,1988-05-21 00:00:00,58,0,"howv",66,0,"leea",30,0,"Old Fulham P's"
1988,5,1988-05-22 00:00:00,64,0,"wort",53,0,"worj",23,1,"Commonwealth Offices"
1988,6,1988-05-15 00:00:00,38,1,"wort",45,1,"worj",12,1,"Clearings"
1988,6,1988-07-16 00:00:00,38,1,"hawr",49,1,"sewa",6,1,"Stockwell Athletic"
1988,7,1988-09-18 00:00:00,31,0,"howv",81,1,"worf",0,0,"Murray"
1988,8,1988-08-06 00:00:00,44,1,"lead",126,1,"ibbj",8,1,"Deansbank"
1988,9,1988-08-20 00:00:00,30,1,"leea",30,1,"coop",10,1,"Griffin"
1988,10,1988-07-02 00:00:00,14,0,"sewk",22,0,"worj",5,1,"Griffin"
1989,1,1989-05-20 00:00:00,75,0,"lead",57,0,"coop",10,0,"Stanwell"
1989,1,1989-05-21 00:00:00,132,1,"lead",68,1,"angg",52,1,"Sheene Old Gram"
1989,1,1989-05-28 00:00:00,110,0,"lead",73,0,"coop",31,0,"Woodgreen"
1989,1,1989-06-03 00:00:00,86,0,"lead",56,0,"coop",31,0,"Dulwich Hamlet OB"
1989,1,1989-08-06 00:00:00,80,0,"lead",135,1,"angg",23,0,"Whyteleaf"
1989,1,1989-08-13 00:00:00,76,0,"lead",121,0,"angg",12,0,"Addington"
1989,1,1989-08-19 00:00:00,91,1,"lead",65,1,"angg",22,1,"Franklin L"
1989,1,1989-10-08 00:00:00,82,0,"lead",124,0,"coop",44,0,"Englefield Green"
1989,2,1989-04-30 00:00:00,86,0,"coop",54,0,"hawr",48,1,"Selsdon"
1989,2,1989-07-23 00:00:00,80,0,"lead",96,1,"patn",18,0,"Woodstock"
1989,2,1989-07-30 00:00:00,87,0,"lead",80,0,"hawr",47,0,"Bromley Common"
1989,2,1989-08-05 00:00:00,80,0,"lead",79,0,"leea",32,0,"Sanderstead"
1989,3,1989-10-08 00:00:00,81,0,"lead",124,0,"angg",13,1,"Englefield Green"
1989,4,1989-07-01 00:00:00,82,0,"sewk",55,0,"wort",32,0,"Stanwell"
1989,4,1989-07-09 00:00:00,92,0,"lead",122,0,"angg",24,0,"Courage"
1989,4,1989-08-27 00:00:00,109,0,"howv",99,0,"hawr",38,1,"Kingston"
1989,5,1989-06-03 00:00:00,88,1,"hawr",51,1,"sewa",29,1,"Dulwich Hamlet OB"
1989,5,1989-08-12 00:00:00,95,1,"farn",51,1,"jamj",40,1,"Deansbank"
1989,5,1989-09-10 00:00:00,137,0,"hawr",86,0,"wort",61,0,"Selsdon"
1989,6,1989-07-16 00:00:00,72,1,"patn",32,1,"worj",27,1,"Sheen Old G"
1989,7,1989-06-04 00:00:00,70,0,"howv",38,0,"davs",36,1,"Wood St & Dist"
1989,8,1989-06-04 00:00:00,22,0,"davs",36,1,"coop",6,0,"Wood St & Dist"
1989,9,1989-05-27 00:00:00,28,0,"hawr",67,0,"worj",3,0,"Eversley"
1989,10,1989-09-17 00:00:00,30,0,"grij",16,0,"shep",11,1,"Beddington"
1990,1,1990-05-07 00:00:00,99,0,"lead",65,0,"angg",33,0,"Seaford"
1990,1,1990-06-03 00:00:00,82,0,"lead",104,0,"farn",22,0,"Crusaders"
1990,1,1990-06-10 00:00:00,119,0,"lead",65,0,"angg",31,0,"Murray"
1990,1,1990-06-16 00:00:00,127,0,"lead",102,0,"angg",36,0,"Epsom OG"
1990,1,1990-08-04 00:00:00,151,0,"lead",90,0,"sewp",46,0,"Churchill"
1990,1,1990-09-01 00:00:00,133,0,"lead",63,0,"hawr",56,0,"Wandgas (WP)"
1990,1,1990-09-02 00:00:00,81,0,"coop",47,0,"lead",36,0,"RAFA Barnes"
1990,1,1990-09-15 00:00:00,156,0,"lead",94,0,"coop",56,0,"Three Bridges"
1990,2,1990-05-26 00:00:00,126,0,"lead",96,1,"angg",41,0,"Eversley"
1990,2,1990-05-27 00:00:00,84,0,"howv",55,0,"angg",43,0,"Woodgreen"
1990,2,1990-07-29 00:00:00,81,0,"lead",67,0,"hawr",54,0,"Bromley Common"
1990,2,1990-09-29 00:00:00,82,0,"hawr",72,0,"coop",53,0,"Locksbottom"
1990,3,1990-05-05 00:00:00,151,0,"lead",132,0,"farn",34,1,"Dulwich H OB"
1990,4,1990-09-08 00:00:00,75,0,"hawr",64,0,"sewk",55,0,"Three Bridges"
1990,5,1990-07-22 00:00:00,82,0,"lead",107,1,"farn",17,0,"Trinity 'A' XI"
1990,6,1990-07-15 00:00:00,48,0,"patn",21,0,"wort",9,0,"Sheen Old G"
1990,7,1990-07-22 00:00:00,34,0,"lead",107,1,"patn",2,0,"Trinity 'A' XI"
1990,8,1990-05-12 00:00:00,52,0,"mana",36,0,"worj",12,0,"Deansbank"
1990,9,1990-06-24 00:00:00,27,1,"worj",11,1,"wort",1,1,"Commonwealth offices"
1990,10,1990-09-16 00:00:00,25,1,"shep",24,1,"keam",6,1,"Beddington"
1990,10,1990-09-22 00:00:00,25,0,"your",19,1,"simk",7,0,"Stockwell Athletic"
1991,1,1991-05-12 00:00:00,104,0,"lead",108,1,"farn",16,0,"Three Bridges"
1991,1,1991-06-02 00:00:00,126,0,"lead",84,0,"farn",58,0,"Crusaders(Kingston)"
1991,1,1991-07-07 00:00:00,85,0,"lead",97,0,"hawr",21,0,"Old Paulines"
1991,1,1991-09-01 00:00:00,83,0,"angg",47,0,"hawr",43,0,"Laleham Village"
1991,2,1991-06-09 00:00:00,76,0,"lead",92,0,"hawr",21,0,"Murray"
1991,2,1991-06-30 00:00:00,84,0,"lead",81,1,"hawr",20,0,"Temple S Eccentrics"
1991,2,1991-07-20 00:00:00,81,0,"sewk",48,0,"keam",41,0,"Stockwell Athletic"
1991,2,1991-08-11 00:00:00,97,0,"angg",56,0,"wort",55,0,"Addington (1743)"
1991,2,1991-09-15 00:00:00,108,0,"sewk",60,0,"hawr",56,0,"Beddington"
1991,3,1991-09-14 00:00:00,121,0,"lead",90,0,"hawr",35,0,"Graveney (Norbury)"
1991,4,1991-05-27 00:00:00,99,0,"hawr",71,1,"wort",44,0,"Steeple Langford"
1991,4,1991-09-21 00:00:00,100,0,"sewk",62,0,"sewp",59,1,"Stockwell Athletic"
1991,5,1991-05-25 00:00:00,77,0,"wort",47,1,"sewp",32,0,"Old Freemans"
1991,5,1991-06-08 00:00:00,78,0,"wilr",97,1,"smil",26,0,"Commonwealth Offices"
1991,6,1991-08-31 00:00:00,66,0,"sewp",48,0,"sewa",22,1,"Wandgas"
1991,7,1991-04-28 00:00:00,46,0,"hawr",91,0,"sewp",18,0,"Selsdon"
1991,8,1991-05-26 00:00:00,40,0,"hawr",83,1,"worj",2,0,"Woodgreen"
1991,9,1991-08-04 00:00:00,39,0,"hawr",72,0,"hamp",8,1,"Whyteleaf"
1991,10,1991-07-14 00:00:00,32,0,"lead",77,1,"shep",6,0,"Sheen Old Gram"
1992,1,1992-05-12 00:00:00,87,0,"hawa",91,0,"pitg",34,0,"Deansbank"
1992,1,1992-07-07 00:00:00,82,0,"howv",51,0,"hawa",24,0,"Stockwell Athletic"
1992,1,1992-07-24 00:00:00,119,0,"lead",148,0,"farn",27,0,"Eversley"
1992,2,1992-06-09 00:00:00,96,0,"lead",153,0,"hawr",24,0,"Seaford"
1992,2,1992-08-11 00:00:00,76,0,"lead",114,1,"wort",21,0,"Whyteleaf"
1992,2,1992-09-15 00:00:00,129,1,"lead",88,1,"thad",48,1,"Selsdon"
1992,3,1992-08-11 00:00:00,80,0,"shew",70,0,"pitg",27,0,"Englefield Green"
1992,3,1992-09-14 00:00:00,94,0,"angg",66,0,"snod",39,0,"Remnants"
1992,4,1992-09-21 00:00:00,85,0,"lead",129,0,"hawr",10,0,"Murray"
1992,5,1992-06-08 00:00:00,55,1,"mood",38,1,"hamp",31,1,"Crusaders"
1992,6,1992-08-31 00:00:00,63,0,"lead",41,0,"howv",36,0,"Woodgreen"
1992,7,1992-04-28 00:00:00,55,0,"howv",97,0,"sewa",4,0,"Wallington"
1992,8,1992-05-26 00:00:00,53,0,"hawa",48,0,"worj",19,1,"Tolworth"
1992,9,1992-08-04 00:00:00,50,0,"howv",97,0,"your",9,1,"Wallington"
1992,10,1992-07-14 00:00:00,31,0,"shep",21,1,"hamp",12,0,"Steeple Langford"
1993,1,1993-08-15 00:00:00,87,0,"lead",113,0,"hawa",42,0,"Remnants"
1993,1,1993-08-28 00:00:00,84,0,"thad",60,0,"pitg",19,1,"Seven O"
1993,1,1993-08-29 00:00:00,105,1,"baij",70,1,"patn",27,1,"Town Cryers"
1993,2,1993-08-15 00:00:00,102,0,"lead",113,0,"patn",32,0,"Remnants"
1993,2,1993-09-05 00:00:00,115,0,"lead",133,1,"baij",48,0,"Selsdon"
1993,2,1993-09-18 00:00:00,95,0,"thad",61,0,"lead",56,0,"Stockwell Athletic"
1993,3,1993-08-01 00:00:00,118,0,"lead",105,1,"baij",39,0,"Whyteleaf"
1993,4,1993-09-05 00:00:00,70,1,"thad",42,1,"shew",25,1,"East Cheam"
1993,5,1993-07-04 00:00:00,59,0,"mana",37,0,"patn",16,0,"Old Paulines"
1993,6,1993-05-02 00:00:00,56,0,"thad",54,0,"hiln",25,0,"Woking"
1993,7,1993-06-06 00:00:00,51,1,"oleb",42,1,"mood",8,1,"Murray"
1993,8,1993-05-09 00:00:00,40,0,"davb",25,0,"worj",18,1,"Warlingham Park Hospital"
1993,9,1993-07-25 00:00:00,21,0,"fosk",14,1,"sewa",3,0,"Dulwich 1990"
1993,10,2009-08-14 00:00:00,14,1,"worj",21,1,"wort",3,1,"Bromley Common"
1994,1,1994-05-15 00:00:00,123,0,"lead",72,1,"baij",61,0,"Flying Wickets"
1994,1,1994-06-17 00:00:00,189,0,"lead",123,0,"thad",70,0,"Merstham"
1994,1,1994-07-03 00:00:00,114,1,"lead",99,1,"mill",6,1,"Sunderland Supporters"
1994,1,1994-07-24 00:00:00,105,0,"baij",119,1,"hawa",59,0,"Open University"
1994,1,1994-09-11 00:00:00,86,0,"baij",109,0,"dugd",19,0,"Bexleyheath"
1994,2,1994-05-02 00:00:00,85,0,"lead",91,0,"coop",21,0,"Seaford"
1994,2,1994-09-11 00:00:00,75,0,"baij",109,0,"angg",21,0,"Bexleyheath"
1994,3,1994-06-12 00:00:00,158,0,"lead",135,0,"coop",57,1,"Sidcup"
1994,4,1994-05-28 00:00:00,57,0,"lead",66,0,"angg",13,0,"LESSA Wanderers"
1994,5,1994-05-28 00:00:00,65,0,"lead",66,0,"snod",13,0,"LESSA Wanderers"
1994,6,1994-08-20 00:00:00,58,1,"shad",35,1,"shew",17,1,"Central YMCA"
1994,7,1994-09-10 00:00:00,46,0,"midd",25,0,"dugd",16,0,"Graveney"
1994,8,0994-08-28 00:00:00,40,1,"wort",24,1,"brod",19,1,"Falcon"
1994,9,1994-07-02 00:00:00,29,0,"worr",19,1,"sewp",8,0,"Riverside"
1994,10,1994-08-13 00:00:00,50,1,"mord",29,1,"worr",18,1,"Hamsey Green"
1995,1,1995-05-27 00:00:00,107,0,"thad",54,0,"angg",45,0,"Frensham"
1995,1,1995-07-23 00:00:00,114,1,"lead",35,1,"hawa",45,1,"Battersea Ironsides"
1995,1,1995-08-06 00:00:00,87,1,"lead",41,1,"hawa",41,1,"Whyteleaf"
1995,1,1995-08-26 00:00:00,113,0,"dugd",126,1,"angg",52,0,"Southbank"
1995,1,1995-09-02 00:00:00,92,1,"shad",59,1,"bowm",30,1,"Seven O"
1995,1,1995-10-07 00:00:00,89,0,"hawa",52,0,"dugd",48,0,"Englefield Green"
1995,2,1995-05-13 00:00:00,122,0,"lead",95,0,"worr",37,0,"Coney Hall"
1995,2,1995-05-21 00:00:00,77,0,"baij",49,0,"worr",42,0,"4 C's"
1995,2,1995-07-09 00:00:00,106,0,"thad",63,0,"baij",57,0,"Merton Saints"
1995,3,1995-08-13 00:00:00,64,0,"dugd",80,1,"shad",42,0,"Addington 1743"
1995,4,1995-05-21 00:00:00,65,0,"coop",36,0,"snod",25,1,"Thurlow Park RAFA"
